question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
What will be the partial pressure of oxygen in a hyperbaric chamber where the atmosphere contains 30 % oxygen and is at a pressure of three atmospheres (300 kPa)?,20 kPa.,30 kPa.,60 kPa.,90 kPa.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, at, contain, in, is, of, oxygen, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"a, and, in, is, of, oxygen, the"
"Consider an arteriole that is 50 cm distant from the aorta. If blood pressure in the aorta is 130 mmHg and in the arteriole is 30 mmHg, what is the pressure GRADIENT between the two?",2 mmHg/cm,30 mmHg/cm,100 mmHg/cm,130 mmHg/cm,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"and, from, in, in the, is, the, two",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, in, is, the"
Blood may flow in the aorta with a speed of 30 cm/s and in the capillaries with a speed of only 0.1 m/s. Why is there such a large difference in speed?,the capillaries are much further from the heart than the aorta.,the very narrow capillaries present a large resistance to blood flow com- pared to the large diameter aorta.,the total cross-sectional area of the lumens of the capillaries is much greater than the cross-sectional area of the aorta.,the length of the aorta is short compared to the length of a capillary.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, in, in the, is, of, such, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, and, in, is, of, the"
"Consider Henry’s law. If a patient is given air with 30 % oxygen to breathe (that is, at one and a half times normal oxygen partial pressure), by how much would the amount of dissolved oxygen in the blood change?",it would increase by 150 %,it would increase by 50 %,it would increase by 30 %,it would increase by 10 %,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, at, by, in, in the, is, of, oxygen, s, the, to, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"a, and, by, in, is, of, oxygen, the"
At a height of 3000 m above sea level atmospheric pressure is 30 kPa less than at sea level. A consequence of this lower pressure is that less oxygen will dis-solve in the alveolar ﬂ uid. The reason for this is that:,the solubility coefﬁ cient of oxygen is lower.,the partial pressure of oxygen in the atmosphere is lower.,water vapour evaporating from the lung will exert a greater partial pressure.,there will be more carbon dioxide leaving the blood and entering the alveoli. 13.2 Pressure Applied to the Respiratory System 340,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, at, for, in, in the, is, of, oxygen, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, for, in, is, of, oxygen, the"
"Given that de-oxygenated blood entering the alveolar capillaries has an oxygen partial pressure of 42 mmHg and a carbon dioxide partial pressure of 47 mmHg, while the partial pressures of O 2 and CO 2 in the alveolar air are 103 mmHg and 40 mmHg respectively; which of the following gas movements will occur?",Both CO 2 and O 2 move from alveolar air to the capillaries.,CO 2 moves from alveolar air to capillaries and O 2 moves from capillaries to the alveolar air.,Both CO 2 and O 2 move from capillaries to alveolar air.,CO 2 moves from capillaries to alveolar air and O 2 moves from alveolar air to the capillaries.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 9 - Respiratory System,"2, REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, and, are, carbon, carbon dioxide, dioxide, in, in the, o, occur, of, oxygen, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, a, and, are, carbon, in, o, of, oxygen, the"
"Some partial pressures for oxygen (in mmHg) in different parts of the respira- tory system are given below. Given that atmospheric air has O 2 at 160 mmHg, which ones are reasonable values?","Capillary blood entering the alveoli has 40 mmHg, the alveolar air has 160 mmHg, capillary blood leaving the alveoli has 100 mmHg.","Capillary blood entering the alveoli has 40 mmHg, the alveolar air has 104 mmHg, capillary blood leaving the alveoli has 100 mmHg.","Capillary blood entering the alveoli has 40 mmHg, the alveolar air has 104 mmHg, capillary blood leaving the alveoli has 40 mmHg.","Capillary blood entering the alveoli has 104 mmHg, the alveolar air has 100 mmHg, capillary blood leaving the alveoli has 40 mmHg.",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"2, are, at, below., different, for, for oxygen, in, o, of, oxygen, some, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_1::1_3_compounds_and_molecules_heads_up,"are, below., for, for oxygen, in, o, of, oxygen, the"
"If the pO 2 of oxygen in the alveoli is 104 mmHg and in the blood in alveolar capillaries is 40 mmHg, while the pCO 2 in the alveoli 40 mmHg and in the blood is 46 mmHg, which of the following will happen?",carbon dioxide will diffuse from the alveoli to the blood.,oxygen will diffuse from the blood to the alveoli.,oxygen will diffuse from the red blood cells to the plasma.,carbon dioxide will diffuse from the blood into the alveoli.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"2, REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, and, in, in the, is, of, oxygen, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(alveol\w+|bronch\w+|diaphragm|haemoglobin|hemoglobin)\b, and, in, is, of, oxygen, the"
"There is a space between a neuron and the cell it stimulates, that is crossed by a neurotransmitter. What is it called?",synaptic cleft,voltage-gated channel,synapse,post-synaptic membrane,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, by, by a, call, cell, is, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, by, by a, cell, is, the"
What are the cells found in the maculae of the utricle and saccule that are responsible for our sense of equilibrium?,Supporting cells,Otoliths,Hair cells,Epithelial cells,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"and, are, are the, cell, for, found, found in, in, in the, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"and, are, are the, cell, for, found, found in, in, of, the"
In which of the following lists are the structures of the male reproductive tract listed in correct order from testes to urethra?,"ejaculatory ducts, seminiferous tubules, epididymis, vas deferens.","seminiferous tubules, epididymis, vas deferens, ejaculatory ducts.","epididymis, ejaculatory ducts, seminiferous tubules, vas deferens.","vas deferens, seminiferous tubules, epididymis, ejaculatory ducts.",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, are, are the, from, in, list, of, structure, structure of, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, are, are the, in, list, of, the"
Below is a list of structures and (in brackets) a hormone that they might pro- duce. Which list is correct?,hypothalamus (FSH), anterior pituitary (GnRH), follicle (estrogens), cor- pus luteum (LH),hypothalamus (GnRH),D,D,D,D,D,D,D,D,D,D,D,D,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"a, and, in, is, list, of, structure",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, in, is, list, of"
"The wave equation may be written in symbols as v = fλ where f stands for fre-quency, v stands for velocity and λ stands for wavelength. If a wave has a speed of 3 × 10 8 m/s what is its frequency and wavelength?",f = 10 000 Hz and λ = 0.0003 m.,"f = 5 × 1014 Hz and λ = 6 × 10−7 m. 16 Waves, Light Waves, Sound Waves, Ultrasound (The Physics Of) 421",f = 6 × 104 Hz and λ = 0.5 × 10−4 m.,f = 2 MHz and λ = 3 × 105 m.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"3, a, and, for, in, is, of, symbol, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, for, in, is, of, symbol, the"
"The wave equation may be written in symbols as v = fλ where f stands for fre-quency, v stands for velocity and λ stands for wavelength. If a wave has a speed of 2 × 10 8 m/s what is its frequency and wavelength?",f = 4 × 104 Hz and λ = 0.5 × 10−4 m.,f = 5 × 1014 Hz and λ = 4 × 10−7 m.,f = 10 000 Hz and λ = 0.0002 m.,f = 2 MHz and λ = 1 × 105 m.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"2, a, and, for, in, is, of, symbol, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, for, in, is, of, symbol, the"
"Waves have properties (such as wavelength, frequency, period, speed, ampli-tude, intensity, direction and phase) which can be measured. Some of these properties are related. That is, if one of a pair of related properties is known, then the other can be worked out. Which of the following lists contain proper - ties that are all Unrelated to each other?","Amplitude, period, intensity, phase","Frequency, amplitude, period, wavelength 16 Waves, Light Waves, Sound Waves, Ultrasound (The Physics Of) 423","direction, speed, amplitude, phase","Phase, wavelength, speed, frequency",C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 2 - Classification,"-, a, and, are, contain, each, is, list, of, some, such, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"-, a, and, are, each, is, list, of, the"
In which of the following sequences are the types of electromagnetic radiation listed in correct order of energy with lowest energy first and highest energy last?,"visible, ultraviolet C, ultraviolet A, x-rays.","microwaves, infrared, ultraviolet, gamma rays.","x-rays, ultraviolet, visible, microwaves.","infrared, microwaves, x-rays, gamma rays.",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, and, are, are the, energi, in, list, of, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_8_fats_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, and, are, are the, in, list, of, the"
The radionuclide technetium 99m ( 4399mTc) is often incorporated into radiophar - maceuticals. When it decays by gamma emission the daughter nucleus may be represented as 4399X (X is not the real chemical symbol for the daughter nucleus!). Which of the following statements is correct?,The daughter nucleus displays chemical behaviour identical to 4399mTc.,X is the symbol of a chemical element different from technetium.,The daughter nucleus detaches from the radiopharmaceutical and is excreted.,The daughter nuclide is not radioactive.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"-, ., by, chemical, chemical symbol, for, into, is, of, often, represent, symbol, the, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"-, ., by, chemical, chemical symbol, for, is, of, represent, symbol, the"
"Suppose a gamma source is placed 10 cm from a radiation detector and in suc-cession, a 1 cm thick slab of each of the following materials is used to shield the source. For which one would the count rate be lowest?",lead,wood,aluminium,cardboard,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"1, a, and, each, for, from, in, is, of, source, source., the, to, us, us to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"1, a, and, each, for, in, is, of, the"
"In a radiotherapy treatment plan for a deep tumour, which of the following is part of the treatment plan?",Saturating the healthy tissue with oxygen to minimise its sensitivity to radiation.,Using a single large dose to destroy all the tumour cells quickly.,Using low energy alpha particles in order to minimise dose to healthy tissue.,Splitting of the total dose into a number of smaller doses given daily.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.994,Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 2 - Classification,"a, for, in, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, for, in, is, of, the"
"Why is it possible to trace metabolic pathways in the body using radioactive isotopes of the naturally occurring elements in the body? Because, radioactive isotopes",are used in such small quantities that they produce no toxic effects.,have a very short half-life so soon decay to safe levels.,are chemically identical to non-radioactive isotopes of the same element.,are physically identical to non-radioactive isotopes of the same element.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"bodi, element, element in, in, in the, in the bodi, is, naturalli, occur, of, the, the bodi, to, us",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"bodi, element, element in, in, is, of, the"
"Given that the half-value layer of lead for a gamma photon of energy 0.5 MeV is 0.42 cm, which of the situations listed below would result in the LEAST exposure to radiation? Staying in the same room as the gamma source for",5 minutes at a distance of 1 m from the source with 0.42 cm of lead shielding.,10 minutes at 0.5 m with 0.84 cm of lead as shielding.,15 minutes at 2 m from the source using no shielding.,40 minutes at a distance of 1 m using 0.84 cm of lead as shielding.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, energi, for, in, in the, is, layer, list, of, room, source, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, for, in, is, list, of, the"
In straight leg traction (Buck’s extension) the force of counter traction is sup- plied by friction (between the patient and the bed) and also by:,the component of the patient’s weight that is perpendicular to the bed.,the component of the patient’s weight that is parallel to the bed. 19 Biomechanics 478,gravity acting on the hanging mass.,using cords to attach the patient to the head of the bed.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"and, by, in, is, of, s, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"and, by, in, is, of, the"
"In cars, the aim of safety features such as seatbelts, padding on the dashboard, collapsible steering columns, airbags and body panels that crumple progressively, is to minimise the unbalanced force on occupants during a crash. Bearing Newton’s second law in mind. How do such features achieve? They",minimise the occupant’s deceleration.,maximise the occupant’s deceleration.,prevent whiplash injuries.,convert an unbalanced force into a net force.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, and, bodi, in, is, of, s, such, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, and, bodi, in, is, of, the"
"In the schematic diagram of an arm being a lever, rod 1 represents the humerus and rod 2 the radius and ulna. M is a block being supported by the ‘hand’. What are located at the positions indicated by p, q, r and s?","Effort (p), centre of mass of the radius and ulna (q), fulcrum (r) and load (s).","Fulcrum (p), effort (q), centre of mass of radius and ulna (r) and load (s).","Centre of mass of radius and ulna (p), effort (q), load (r) and fulcrum (s).","Fulcrum (p), centre of mass of radius and ulna (q), effort (r) and load (s) pq r sM2 1",B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 2 - Classification,"., 1, 2, a, and, are, at, by, in, in the, is, of, p, represent, s, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"., 1, a, and, are, by, in, is, of, represent, the"
A requirement in traction is that the traction force is equal in magnitude but in the opposite direction to the counter traction force. This requirement is really a statement of:,Ohm’s law.,Pascal’s principle.,Newton’s ﬁ rst law.,Newton’s third law.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, in, in the, is, of, opposite, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, in, is, of, the"
A block of wood (a poor conductor of heat) whose temperature is 15 °C is placed in contact with a block of steel (a good conductor of heat) of the same size but whose temperature is 20 °C. Both are touched with a hand whose skin temperature is 28 °C. Which of the following is true?,The steel block will feel colder than the wood.,The wood block will withdraw more heat from the hand than will the steel block.,Heat will ﬂ ow from the steel block to the wood block.,Heat will ﬂ ow from the steel block to the hand.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"20, a, are, c, heat, in, is, of, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, are, c, in, is, of, the"
By what means does a person sitting in the shade of a tree on a very hot dry summer day lose most of their heat? By,radiation.,conduction.,convection.,evaporation.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, by, dri, heat, in, in the, lose, most, of, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, by, in, most, of, the"
"When the vibrating atoms of an object (at a temperature of 40 °C) pass on energy to the more slowly vibrating atoms in an adjacent object with which it is in contact (and which is at a lower temperature), what is this energy transfer known as?",insulation,convection,radiation,conduction,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, at, atom, atom of, c, energi, in, is, of, the, to, when, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, atom, c, in, is, of, the"
The skin is usually at a lower temperature than the body’s core temperature (37 °C). What is the reason for this?,The layer of adipose tissue in the hypodermis insulates the skin from the core temperature.,The sweating mechanism is able to lower the skin’s temperature.,Vasoconstriction restricts the amount of blood that is brought close to the skin surface.,"Heat loss through conduction, convection and radiation keeps the skin at a lower temperature.",C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"., a, at, bodi, c, for, is, s, the, the bodi",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"., a, bodi, c, for, is, the"
"A person lightly dressed in shorts, shoes and a shirt is sitting on a cushioned chair in their shady backyard where the air temperature is 12 °C. There is no wind yet they feel uncomfortably cool. What is their major avenue of heat loss?",conduction,evaporation of sweat,radiation,convection,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, and, heat, in, is, no, of, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, in, is, of, the"
"Except for one, the following are types of cells. Which one is NOT a type of cell?",platelets,leucocytes,macrophages,osteoblasts,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.993,Chapter 1 - Chemicals,"a, are, cell, for, is, of, of cell, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, are, cell, for, is, of, the"
Which of the following is NOT a cell found in connective tissue?,adipocytes,chondroblasts,keratinocytes,osteoblasts,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.994,Chapter 1 - Chemicals,"a, cell, found, found in, in, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, cell, found, found in, in, is, of, the"
The plasma membrane of a cell contains molecules that have a hydrophobic end and a hydrophilic end What are they called?,phospholipids,cholesterol,integral proteins,glycoproteins,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals,"a, and, are, call, cell, contain, molecule, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, and, are, cell, of, the"
The chemical name for sodium is which of the following?,Na,So,K,Si,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"chemical, for, for sodium, is, name, of, sodium, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"chemical, for, for sodium, is, of, sodium, the"
"In a water molecule, the bond between oxygen (O) and hydrogen (H) is",a covalent bond and a polar bond,an ionic bond,a covalent bond,an ionic bond and forms an electrolyte,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, h, hydrogen, in, is, molecule, o, o and, oxygen, the, water",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_1::1_7_carbohydrates_heads_up,"a, and, in, is, o, oxygen, the"
What happens when a sodium atom reacts to form a compound? The atom will,gain one electron,lose one electron,gain two electrons,lose two electrons,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, atom, compound, form, sodium, the, to, to form, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, atom, sodium, the"
Which of the following symbols represents a chemical element?,O,CO,CO 2,H3O+,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.993,Chapter 1 - Chemicals,"a, a chemical, chemical, element, of, represent, symbol, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, a chemical, chemical, element, of, represent, symbol, the"
In which of the following sequences are particles listed in order of increasing size from left to right?,"electron, atom, proton, molecule","molecule, atom, proton, electron","atom, proton, electron, molecule","electron, proton, atom, molecule",D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, are, from, in, list, of, particle, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_8_fats_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, are, in, list, of, the"
Two atoms have the same mass number but different atomic numbers. Which of the following statements concerning these atoms is TRUE?,Each has the same number of neutrons in its nucleus.,They are isotopes.,They are atoms of different elements.,Each has the same number of protons in its nucleus.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"atom, different, is, of, the, two",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"atom, is, of, the"
"In the context of fluid (water) balance, the body is said to have “two compart- ments”. What are they?",the vascular and the interstitial compartments,the intracellular and the interstitial compartments,the lymph and the vascular compartments,the extracellular and the intracellular compartments,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"., are, bodi, in, in the, is, of, the, the bodi, to, two, water",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"., are, bodi, in, is, of, the"
How many grams of sodium chloride are there in a one litre bag of 4 % glucose and 0.18 % sodium chloride solution?,0.18,1.8,18,41.8,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"a, and, are, glucose, in, of, sodium, solution",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, are, in, of, sodium"
"By what name is the movement of solute particles through a selectively perme-able membrane, in the direction of their concentration gradient known?",diffusion,dialysis,osmosis,filtration,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, by, in, in the, is, name, of, particle, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, by, in, is, of, the"
"If a patient has blood pH that is 7.3 (which is below the healthy range of blood pH values), which of the following is a correct statement?",the patient has alkalosis,the patient has excessive alkali,the patient has acidosis,the patient has insufficient acid,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.998,Chapter 1 - Chemicals,"a, is, of, ph, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, is, of, the"
