question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
A drug that is applied to the skin and exerts its therapeutic effect systemically is said to be administered:,transdermally,topically,intradermally,subcutaneously,A,,,,,,,,,,,,,Chapter 2 - Classification,0.987,Chapter 2 - Classification; Chapter 1 - Chemicals,"a, and, be, it, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.997,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, and, it, the, to"
Blood has a slightly higher osmotic pressure than the interstitial fluid that sur - rounds capillaries. What is the effect of this?,Water will tend to move from the interstitial fluid into the capillaries.,The solution concentration of blood is less than the solution concentration of interstitial fluid.,Water will tend to move from the capillaries into the interstitial fluid.,Capillaries will expand in diameter.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.963,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"-, a, of, the, thi",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.996,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"-, a, of, the"
The heart receives its own oxygenated blood supply via the,coronary arteries,the pulmonary veins12.2 Heart 256,the coronary sinus,the foramen ovale,A,,,,,,,,,,,,,Chapter 2 - Classification,0.911,Chapter 2 - Classification,"it, the, via",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.996,chapter_2::2_5_the_animal_kingdom_heads_up,"it, the, via"
What will cause a large percentage of the ultrasound energy to be reflected from the interface between two media? This will happen if:,The acoustic impedance of each medium is the same.,The speed of ultrasound in the two media differs greatly.,The acoustic impedance of each medium is very different.,The densities of the media are different.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.994,Chapter 2 - Classification; Chapter 16 - Endocrine System,"a, be, of, reflect, the, thi, to, two",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.996,chapter_2::2_5_the_animal_kingdom_heads_up,"a, of, the, to"
What is the weight of a nurse if her mass is 65 kg? (use acceleration due to gravity of 10 m.s −2 ),65 kg,650 kg,65 N,650 N,D,,,,,,,,,,,,,Chapter 2 - Classification,0.990,Chapter 2 - Classification; Chapter 1 - Chemicals,"2, a, of, of a, the, to, use",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.996,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up,"2, a, of, the, to"
Which of the following could be a deﬁ nition of a hormone?,chemicals released to communicate between adjacent cells in contact.,a chemical messenger released into blood to coordinate activities in distant tissues.,a chemical messenger released by a neurone at a synapse.,a chemical messenger in the extracellular ﬂ uid between cells of a single tissue.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.979,Chapter 2 - Classification,"a, be, of, of a, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_4_classification_of_living_organisms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, of, the"
What is the resulting effect of renin being released by the kidney?,Angiotensin II is formed,aldosterone is released,macula densa sends paracrine message to afferent arterioles.,efferent arterioles are constricted,A,,,,,,,,,,,,,Chapter 2 - Classification,0.948,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"be, by, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"by, of, the"
The kidneys produce all of the following EXCEPT one. Which one?,erythropoietin,angiotensinogen,hydronium ions,bicarbonate ions,B,,,,,,,,,,,,,Chapter 2 - Classification,0.901,Chapter 2 - Classification; Chapter 16 - Endocrine System,"all, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"all, of, the"
The kidney produces all but one of the following. Which one?,calcitriol,atrial natriuretic peptide,renin,bicarbonate ions,B,,,,,,,,,,,,,Chapter 2 - Classification,0.951,Chapter 2 - Classification; Chapter 16 - Endocrine System,"all, but, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"all, of, the"
The kidneys produce all of the following except one. Which one?,the enzyme renin,the hormone erythropoietin,antidiuretic hormone,the vitamin calcitriol,C,,,,,,,,,,,,,Chapter 2 - Classification,0.901,Chapter 2 - Classification; Chapter 16 - Endocrine System,"all, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"all, of, the"
The kidneys produce all of the following EXCEPT one. Which one?,erythropoietin,aldosterone,renin,active vitamin D,B,,,,,,,,,,,,,Chapter 2 - Classification,0.901,Chapter 2 - Classification; Chapter 16 - Endocrine System,"all, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"all, of, the"
Which of the following statements about the blood-brain barrier is TRUE? It,consists of the meninges which surround the brain,is a protective mechanism which limits entry of alcohol into the brain,is poorly developed in the newborn who are therefore less sensitive to drugs which act on the brain,is unable to prevent entry of lipid-soluble toxins into the brain,D,,,,,,,,,,,,,Chapter 2 - Classification,0.897,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"it, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"it, of, the"
The term ‘refraction’ may be applied to which of the following?,The effect on light rays as they enter the cornea of the eye.,Light rays from an object meeting at a point to form a sharp image.,A light ray travelling away from a surface at the same angle that the light ray approached the surface.,A light ray travelling through glass with a faster speed than it would have in air.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.951,Chapter 2 - Classification; Chapter 16 - Endocrine System,"be, of, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
The contrast of a CT image displayed on a monitor may be increased by,increasing the window width,increasing the window level,decreasing the window width,decreasing the window level,C,,,,,,,,,,,,,Chapter 2 - Classification,0.989,Chapter 2 - Classification,"a, be, by, of, of a, on, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.995,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, by, of, the"
The term “chromatin” would be used in reference to which of the following?,genetic substance,cellular energy,membrane support,nuclear membrane,A,,,,,,,,,,,,,Chapter 2 - Classification,0.993,Chapter 2 - Classification,"be, in, of, the, to, us, us in",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.994,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
Which of the following is considered to be the diagnostic ultrasound frequency range?,1 mHz to 15 mHz,10 Hz to 20 Hz,20 Hz to 20 kHz,1 MHz to 20 MHz,D,,,,,,,,,,,,,Chapter 2 - Classification,0.945,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"be, of, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.994,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
What would be the concentration of a solution that causes red blood cells placed in it to swell?,hypotonic,isotonic,hypertonic,iso-osmotic,A,,,,,,,,,,,,,Chapter 2 - Classification,0.986,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, be, in, it, of, of a, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.993,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, it, of, the, to"
What would be a possible consequence of the SA node failing to depolarise?,the entire heart would not contract,the heart rate will decrease,the ventricles would not contract,the heart rate will increase,B,,,,,,,,,,,,,Chapter 2 - Classification,0.967,Chapter 2 - Classification; Chapter 10 - Lymphatic System; Chapter 16 - Endocrine System,"REGEX:\b(lymph|lacteal|thymus|spleen|node)\b, a, be, of, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.993,chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(lymph|lacteal|thymus|spleen|node)\b, a, of, the, to"
Why should the use of staff of child-bearing age to nurse patients with implanted radioactive sources be avoided?,Because such sources are highly radioactive.,Because there is a risk of damage to the gametes of the staff.,Because younger people are more at risk of developing radiation induced cancers.,Because implanted sources cannot be adequately shielded.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.979,Chapter 2 - Classification; Chapter 1 - Chemicals,"be, of, the, to, use, with",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.993,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to, with"
How would the hypothalamus respond if its osmoreceptors noticed an increase in plasma osmotic pressure? It would send a message to:,the posterior pituitary to release more ADH,the posterior pituitary to release less ADH,the adrenal cortex to release less aldosterone,the atria to release more ANP,A,,,,,,,,,,,,,Chapter 2 - Classification,0.981,Chapter 2 - Classification,"a, how, in, it, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.992,chapter_2::2_5_the_animal_kingdom_heads_up,"a, it, the, to"
Glomerular ﬁ ltration rate can be altered by all of the following EXCEPT one. Which one?,constriction of renal tubule by macula densa,vasoconstriction of afferent arteriole,decrease in concentration of plasma proteins,vasoconstriction of efferent arteriole,A,,,,,,,,,,,,,Chapter 2 - Classification,0.987,Chapter 2 - Classification,"REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, all, be, by, can, can be, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.991,chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(glomerul\w+|tubul\w+|nephron)\b, all, by, of, the"
Accommodation refers to our ability to bring objects at any distance into sharp visual focus by altering which of the following?14.4 Special Senses (Eye & Ear) 392,the distance between our eye and the object to be viewed,the curvature of our cornea,the curvature of the eye’s lens,the distance between the lens and retina,C,,,,,,,,,,,,,Chapter 2 - Classification,0.984,Chapter 2 - Classification; Chapter 1 - Chemicals,"at, by, focu, into, of, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.989,chapter_2::2_5_the_animal_kingdom_heads_up,"by, of, the, to"
How is the fibrous pericardium attached to the surrounding structures?,laterally to the pleural surfaces of the lungs.,posteriorly to the sternum.,"anteriorly to trachea, main-stem bronchi and oesophagus.",inferiorly to the clavicles.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.958,Chapter 2 - Classification; Chapter 1 - Chemicals,"how, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.988,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
Which term is given to the unit of a myoﬁ bril that contracts?,sarcoplasm,sarcomere,sarcolemma,sarcoplasmic reticulum,B,,,,,,,,,,,,,Chapter 2 - Classification,0.952,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, of, of a, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.986,chapter_2::2_5_the_animal_kingdom_heads_up,"a, of, the, to"
Which of the following conditions may be corrected by a diverging (concave lens)?,Hyperopia,Myopia,Presbyopia,Red minus dichroma,B,,,,,,,,,,,,,Chapter 2 - Classification,0.938,Chapter 2 - Classification; Chapter 1 - Chemicals,"a, be, by, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.986,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_1::1_2_elements_and_atoms_heads_up,"a, by, of, the"
The median is a measure of central tendency. It may be deﬁ ned as:,the value that has half the values greater than it and half less than it,the value that occurs most often,"the distribution of values that has the mode, mean and average equal to each other",the sum of all values divided by the number of values.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.935,Chapter 2 - Classification,"a, be, it, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.985,chapter_2::2_5_the_animal_kingdom_heads_up,"a, it, of, the"
"If the frequency of a sound is 1000 Hz, what will its period will be?",1 second,0.1 second,0.001 second,0.0001 second,C,,,,,,,,,,,,,Chapter 2 - Classification,0.957,Chapter 2 - Classification,"a, be, it, of, of a, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.984,chapter_2::2_5_the_animal_kingdom_heads_up,"a, it, of, the"
Finish the sentence so that it is correct: A hormone may be deﬁ ned as a chemi- cal messenger that:,is released into circulation in small quantities.,facilitates communication between adjacent cells.,moves through extracellular ﬂ uid between cells of a single tissue,crosses the synaptic cleft and binds to a receptor.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.920,Chapter 2 - Classification,"a, be, it, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.980,chapter_2::2_5_the_animal_kingdom_heads_up,"a, it, the"
How much louder does a sound of 30 dB sound when compared to the same sound played at 10 dB?,two times louder,4 times louder,20 times louder,100 times louder,D,,,,,,,,,,,,,Chapter 2 - Classification,0.977,Chapter 2 - Classification; Chapter 10 - Lymphatic System; Chapter 1 - Chemicals,"a, at, how, of, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.980,chapter_2::2_5_the_animal_kingdom_heads_up,"a, of, the, to"
"A particular radionuclide has a half-life of six hours. When first measured, its activity is 10,000 Bq. Twelve hours later, what will its activity be?",0 Bq,1250 Bq,2500 Bq,5000 Bq,C,,,,,,,,,,,,,Chapter 2 - Classification,0.983,Chapter 2 - Classification,"a, be, first, it, later, of",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.977,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"a, it, of"
Facilitated diffusion refers to the process of,movement along a concentration gradient assisted by protein carrier molecules.,movement of ions and molecules along a concentration gradient.,transport of molecules and ions against their concentration gradient.,water movement through a semi-permeable membrane,A,,,,,,,,,,,,,Chapter 2 - Classification,0.892,Chapter 2 - Classification; Chapter 16 - Endocrine System,"of, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.975,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"of, the, to"
Complete the following sentence correctly: The hypothalamus:,Is the major link between the nervous and the endocrine systems.,Is situated in the brain superior to the thalamus.,Produces a hormone that stimulates the thyroid gland.,Does not produce anti-diuretic hormone (ADH).,A,,,,,,,,,,,,,Chapter 2 - Classification,0.880,Chapter 2 - Classification; Chapter 16 - Endocrine System,"correctli, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.971,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_16::16_4_pituitary_gland_hypothalamus_heads_up,the
Where does the pulmonary trunk deliver its blood to?,the left atrium,the right ventricle,the lungs,the left ventricle,C,,,,,,,,,,,,,Chapter 2 - Classification,0.819,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 9 - Respiratory System,"it, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.971,chapter_2::2_5_the_animal_kingdom_heads_up,"it, the, to"
Choose the correct statement about the eye:,Bipolar and ganglion cells occur in the retina except at the fovea.,Rod and cone cells occur in the retina except at the fovea.,Bipolar and ganglion cells occur in the choroid except at the optic disc,Rod and cone cells occur in the choroid except at the optic disc.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.690,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.971,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
What does the unit the sievert describe?,radioactivity,"absorbed radiation dose17.2 Radioactivity, Radiotherapy, Nuclear Medicine, Radiation Safety 456",absorbed radiation equivalent dose,energy of radiation,C,,,,,,,,,,,,,Chapter 2 - Classification,0.690,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.971,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Complete the sentence correctly. The left ventricle pumps:,more blood than the right ventricle,blood at a lower pressure than the right ventricle,less blood than the right ventricle,blood at a higher pressure than the right ventricle,D,,,,,,,,,,,,,Chapter 2 - Classification,0.681,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.969,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
Which word correctly completes the statement: “All motor neurons are…”,interneurons,multipolar,bipolar,unipolar,B,,,,,,,,,,,,,Chapter 2 - Classification,0.922,Chapter 2 - Classification,"all, are, correctli, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.969,chapter_2::2_5_the_animal_kingdom_heads_up,"all, are, the"
A wave may be defined as which of the following?,The oscillation of a particle of the medium.,A series of crests and compressions that propagate through space.,A mechanism for the transfer of energy without transferring matter.,The transport of the medium due to the oscillation of its particles.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.893,Chapter 2 - Classification,"a, be, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.969,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, of, the"
What may the term radioactivity correctly used to refer to?,The spontaneous emission of electromagnetic radiation from the nucleus of an atom.,The particles or photons emitted from an unstable nucleus.,The emission of particulate radiation from a radionuclide.,"The alpha, beta or X-radiation which emanates from some atomic nuclei.",B,,,,,,,,,,,,,Chapter 2 - Classification,0.972,Chapter 2 - Classification; Chapter 1 - Chemicals,"correctli, the, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.969,chapter_2::2_5_the_animal_kingdom_heads_up,"the, to"
Which of the following could NOT be used to describe pepsinogen?,it is a protein,it is a hormone,it is related to an enzyme,it is inactive,B,,,,,,,,,,,,,Chapter 2 - Classification,0.959,Chapter 2 - Classification; Chapter 1 - Chemicals,"be, of, the, to, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.967,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
Most sensory neurones may be described as which of the following?,multipolar,bipolar,having cell bodies within the CNS,unipolar 14.1 Cells and Action Potential 356,D,,,,,,,,,,,,,Chapter 2 - Classification,0.895,Chapter 2 - Classification,"be, most, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.967,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"most, of, the"
What does the term ‘decussation’ mean and where does it occur?,decussation = span. It occurs between the superior part of the brain and the inferior,decussation = cross. It occurs between the anterior part of the brain and the posterior,decussation = cross over. It occurs between the pons and the spinal cord,decussation = associate. It occurs between the sensory area and the sensory association area,C,,,,,,,,,,,,,Chapter 2 - Classification,0.806,Chapter 2 - Classification; Chapter 1 - Chemicals,"and, it, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.967,chapter_2::2_5_the_animal_kingdom_heads_up,"and, it, the"
What frequencies are attributed to the inaudible sound known as Ultrasound?,greater than 2 kHz.,"greater than 2 MHz. 16 Waves, Light Waves, Sound Waves, Ultrasound (The Physics Of) 433","greater than 20,000 Hz or less than 20 Hz.",less than 20 Hz.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.869,Chapter 2 - Classification,"are, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.967,chapter_2::2_5_the_animal_kingdom_heads_up,"are, the, to"
What information does the “standard deviation” of a mean value tell us?,It gives us the healthy range of values for the measured physiological quantity.,It is the range within which 68 % of measured values are found.,It tells us that the measured values are normally distributed.,It tells us the number of values that were used to calculate the mean.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.943,Chapter 2 - Classification; Chapter 1 - Chemicals,"a, of, of a, the, us",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, of, the"
What must be the case for a drug to be administered transdermally?,It must be water soluble,It must be lipid soluble,It must be injected subcutaneously,It must not irritate the skin’s chemo-receptors.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.945,Chapter 2 - Classification,"a, be, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up,"a, the, to"
What are the deﬂ ections seen on an electrocardiogram trace due to?,pressure differences created by ventricular contraction.,the closing and opening of heart valves.,the de- and repolarisation of the cells of the myocardium.,variation in the electrical properties of oxygenated blood and deoxygenated blood as it moves through the heart.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.890,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"are, on, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"are, the, to"
How does the evaporation of sweat work as a heat loss mechanism?,sweat is produced at a lower temperature than skin so cools the body by conduction.,sweat promotes vasodilation which promotes heat loss by infra-red radiation.,"the water molecules with the greatest energy evaporate, leaving the remain- ing ones at a lower temperature.",sweat ﬂ ows across the skin surface so promotes heat loss by convection.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.909,Chapter 2 - Classification; Chapter 1 - Chemicals,"a, how, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, of, the"
How does subcutaneous adipose tissue assist the body to regulate its temperature?,It conducts heat more readily than lean tissue so promotes heat loss.,It stores heat energy so acts like a “heat sink”.,It produces sweat for secretion via sweat glands.,It conducts heat less readily than lean tissue so insulates the body.,D,,,,,,,,,,,,,Chapter 2 - Classification,0.919,Chapter 2 - Classification,"how, it, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.964,chapter_2::2_5_the_animal_kingdom_heads_up,"it, the, to"
What causes the myosin binding site of an actin molecule to be exposed?,ATP attaching to the myosin cross-bridge,a nerve impulse reaching the motor end plate of a motor nerve.,calcium ions attaching to troponin,acetylcholine crossing the neuromuscular junction,C,,,,,,,,,,,,,Chapter 2 - Classification,0.886,Chapter 2 - Classification; Chapter 1 - Chemicals,"be, of, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.962,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"of, the, to"
What ensures that the lungs expand as the chest wall expands?,secreted surfactant,negative pressure between the pleura,serous liquid secreted by the pleura,the elastic recoil of the alveolar tissue,B,,,,,,,,,,,,,Chapter 2 - Classification,0.657,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,the,chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.962,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,the
If a person had a pre-frontal lobotomy what would be the physiological consequences?,Movement would be impaired,Sensory function would be impaired,The ability to assess the consequence of actions would be impaired,Speech would be impaired,C,,,,,,,,,,,,,Chapter 2 - Classification,0.879,Chapter 2 - Classification,"a, be, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.962,chapter_2::2_5_the_animal_kingdom_heads_up,"a, the"
What may be said about the measurable quantities which are referred to as vectors?,They are arrow-headed line segments.,"They include time, mass, pressure and energy.",They need a magnitude to be completely deﬁ ned.,"They include force, velocity, acceleration and electric ﬁ eld strength.",D,,,,,,,,,,,,,Chapter 2 - Classification,0.882,Chapter 2 - Classification,"are, be, the, to",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.960,chapter_2::2_5_the_animal_kingdom_heads_up,"are, the, to"
People with occupations that involve standing all day are at risk of varicose veins. Why should this be true?,Veins have a larger lumen than arteries so hold more blood which distends them.,Veins have only two tunics so their walls are more easily stretched into varicosity.,Gravity acting on blood in the legs puts stress on the vessel walls increasing the likelihood that they will stretch and distort.,"When standing still, the valves stay open and blood accumulates in the leg veins.",C,,,,,,,,,,,,,Chapter 2 - Classification,0.981,Chapter 2 - Classification,"all, are, at, be, of, thi, with",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.956,chapter_2::2_5_the_animal_kingdom_heads_up,"all, are, of, with"
What can be said about the collimated beam of electromagnetic energy pro-duced by an Nd-YAG laser?,It has a higher frequency than visible light energy.,It stimulates the production of light as it passes through air.,It is produced when electrons change energy levels.,It consists of waves of two or more frequencies.,C,,,,,,,,,,,,,Chapter 2 - Classification,0.952,Chapter 2 - Classification,"be, by, can, can be, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.956,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_3_naming_animals_heads_up,"by, of, the"
